borrower_id,age,annual_income_eur,loan_amount_eur,loan_type,lti_ratio,ltv_ratio,tenure_years,rate_type,employment_sector,credit_score,probability_of_default,risk_grade,monthly_repayment_eur,dti_monthly_ratio,ecb_shock_monthly_eur,affordability_stress
4301,34,43092,76952,Mortgage,1.79,0.817,6,Variable,Employed,576,0.0331,B – Near Prime,649,0.181,115,Comfortable
4302,52,64697,73578,Personal Loan,1.14,0.677,5,Fixed,Employed,648,0.0658,C – Standard,620,0.115,0,Comfortable
4303,28,48703,200002,Mortgage,4.11,0.848,8,Fixed,Employed,590,0.1329,D – Substandard,1687,0.416,0,Stressed
4304,23,41979,97465,Car Finance,2.32,0.521,19,Fixed,Retired,661,0.0626,C – Standard,822,0.235,0,Comfortable
4305,52,65665,179169,Personal Loan,2.73,0.47,22,Fixed,Employed,568,0.0925,C – Standard,1511,0.276,0,Comfortable
4306,57,46144,194101,Credit Card,4.21,0.799,26,Variable,Employed,649,0.1694,D – Substandard,1637,0.426,291,Stressed
4307,56,35055,198923,Personal Loan,5.67,0.947,33,Variable,Public Sector,837,0.1812,D – Substandard,1678,0.574,298,Stressed
4308,58,63065,109396,Personal Loan,1.73,0.497,29,Fixed,Public Sector,498,0.0809,C – Standard,923,0.176,0,Comfortable
4309,58,47720,294865,Personal Loan,6.18,0.882,13,Fixed,Retired,496,0.1819,D – Substandard,2488,0.626,0,Stressed
4310,49,60194,171256,Mortgage,2.85,0.643,17,Variable,Public Sector,673,0.0547,C – Standard,1445,0.288,256,Stretched
4311,45,40513,229255,Mortgage,5.66,0.458,33,Tracker,Self-Employed,349,0.2235,E – Doubtful,1934,0.573,859,Stressed
4312,61,29500,93149,Car Finance,3.16,0.705,25,Fixed,Retired,460,0.1002,D – Substandard,786,0.32,0,Stretched
4313,38,101593,163067,Mortgage,1.61,0.589,15,Fixed,Self-Employed,391,0.0682,C – Standard,1376,0.163,0,Comfortable
4314,26,93861,328900,Mortgage,3.5,0.797,29,Tracker,Self-Employed,555,0.1271,D – Substandard,2775,0.355,1233,Stretched
4315,56,71053,306691,Personal Loan,4.32,0.594,5,Fixed,Employed,366,0.1315,D – Substandard,2588,0.437,0,Stressed
4316,34,41652,116016,Car Finance,2.79,0.691,23,Tracker,Employed,419,0.0852,C – Standard,979,0.282,435,Stretched
4317,67,43211,133244,Mortgage,3.08,0.55,33,Tracker,Employed,533,0.1222,D – Substandard,1124,0.312,499,Stretched
4318,41,87603,104424,Car Finance,1.19,0.864,18,Fixed,Retired,637,0.0531,C – Standard,881,0.121,0,Comfortable
4319,61,42251,125363,Mortgage,2.97,0.913,21,Fixed,Employed,536,0.0838,C – Standard,1057,0.3,0,Stretched
4320,23,37583,83325,Mortgage,2.22,0.652,3,Tracker,Employed,745,0.0473,B – Near Prime,703,0.224,312,Comfortable
4321,52,107617,166708,Credit Card,1.55,0.674,21,Fixed,Other,739,0.1317,D – Substandard,1406,0.157,0,Comfortable
4322,42,48048,254797,Mortgage,5.3,0.941,10,Fixed,Public Sector,353,0.1618,D – Substandard,2150,0.537,0,Stressed
4323,43,103026,116800,Personal Loan,1.13,0.521,34,Fixed,Public Sector,682,0.0473,B – Near Prime,985,0.115,0,Comfortable
4324,34,27246,171127,Car Finance,6.28,0.854,11,Variable,Self-Employed,314,0.2298,E – Doubtful,1444,0.636,256,Stressed
4325,66,60939,159328,Mortgage,2.61,0.734,11,Tracker,Employed,395,0.075,C – Standard,1344,0.265,597,Comfortable
4326,40,116991,321359,Mortgage,2.75,0.89,14,Variable,Employed,718,0.0635,C – Standard,2711,0.278,482,Comfortable
4327,61,49637,128492,Credit Card,2.59,0.596,24,Fixed,Public Sector,620,0.0791,C – Standard,1084,0.262,0,Comfortable
4328,41,43875,131088,Personal Loan,2.99,0.598,33,Variable,Retired,477,0.1252,D – Substandard,1106,0.302,196,Stretched
4329,24,30017,112948,Credit Card,3.76,0.613,12,Variable,Employed,384,0.2132,E – Doubtful,953,0.381,169,Stretched
4330,62,77233,96217,Car Finance,1.25,0.458,8,Fixed,Employed,478,0.0662,C – Standard,811,0.126,0,Comfortable
4331,30,35473,240638,Personal Loan,6.78,0.535,26,Variable,Employed,728,0.1444,D – Substandard,2030,0.687,360,Stressed
4332,34,47107,166989,Mortgage,3.54,0.947,19,Variable,Employed,610,0.0932,C – Standard,1409,0.359,250,Stretched
4333,61,29187,185376,Mortgage,6.35,0.574,16,Fixed,Employed,371,0.1851,D – Substandard,1564,0.643,0,Stressed
4334,63,94267,362598,Mortgage,3.85,0.46,34,Tracker,Employed,567,0.1009,D – Substandard,3059,0.389,1359,Stretched
4335,64,79622,374236,Mortgage,4.7,0.589,17,Fixed,Employed,410,0.1265,D – Substandard,3158,0.476,0,Stressed
4336,41,48374,72734,Car Finance,1.5,0.654,22,Fixed,Self-Employed,366,0.1015,D – Substandard,613,0.152,0,Comfortable
4337,56,30189,256865,Credit Card,8.51,0.724,34,Fixed,Self-Employed,347,0.2542,E – Doubtful,2167,0.861,0,Stressed
4338,37,93440,203639,Credit Card,2.18,0.484,8,Fixed,Employed,718,0.0809,C – Standard,1718,0.221,0,Comfortable
4339,56,42037,139542,Credit Card,3.32,0.845,31,Fixed,Employed,388,0.1594,D – Substandard,1177,0.336,0,Stretched
4340,45,30816,215394,Mortgage,6.99,0.863,33,Fixed,Employed,396,0.1779,D – Substandard,1817,0.708,0,Stressed
4341,24,23386,69597,Mortgage,2.98,0.557,17,Variable,Self-Employed,776,0.0855,C – Standard,587,0.301,104,Stretched
4342,41,37372,402098,Mortgage,10.76,0.849,12,Variable,Employed,754,0.1754,D – Substandard,3393,1.089,603,Stressed
4343,43,26610,238761,Personal Loan,8.97,0.631,6,Fixed,Retired,576,0.2092,E – Doubtful,2014,0.908,0,Stressed
4344,33,37737,111763,Credit Card,2.96,0.662,2,Variable,Employed,720,0.1187,D – Substandard,943,0.3,167,Stretched
4345,39,67013,130355,Car Finance,1.95,0.918,34,Variable,Public Sector,312,0.1235,D – Substandard,1100,0.197,195,Comfortable
4346,45,41870,70493,Car Finance,1.68,0.896,15,Fixed,Employed,391,0.0786,C – Standard,594,0.17,0,Comfortable
4347,24,56919,151345,Mortgage,2.66,0.638,23,Tracker,Self-Employed,494,0.0854,C – Standard,1277,0.269,567,Comfortable
4348,28,36177,137929,Mortgage,3.81,0.694,9,Fixed,Self-Employed,717,0.1317,D – Substandard,1163,0.386,0,Stretched
4349,57,50381,86785,Mortgage,1.72,0.593,12,Fixed,Employed,349,0.0551,C – Standard,732,0.174,0,Comfortable
4350,38,109839,275732,Personal Loan,2.51,0.708,28,Fixed,Employed,663,0.052,C – Standard,2326,0.254,0,Comfortable
4351,49,42346,363029,Mortgage,8.57,0.791,23,Fixed,Employed,338,0.2018,E – Doubtful,3063,0.868,0,Stressed
4352,48,57610,177185,Car Finance,3.08,0.496,8,Fixed,Employed,840,0.0554,C – Standard,1495,0.311,0,Stretched
4353,47,25399,152039,Mortgage,5.99,0.91,1,Fixed,Retired,414,0.1523,D – Substandard,1282,0.606,0,Stressed
4354,41,92822,228488,Personal Loan,2.46,0.809,28,Variable,Self-Employed,691,0.1005,D – Substandard,1928,0.249,342,Comfortable
4355,44,40117,177939,Car Finance,4.44,0.498,3,Tracker,Self-Employed,642,0.2137,E – Doubtful,1501,0.449,667,Stressed
4356,59,76208,99190,Mortgage,1.3,0.884,2,Variable,Employed,514,0.07,C – Standard,837,0.132,148,Comfortable
4357,66,46549,125621,Personal Loan,2.7,0.822,11,Variable,Employed,719,0.0843,C – Standard,1060,0.273,188,Comfortable
4358,33,63377,152811,Car Finance,2.41,0.607,32,Variable,Public Sector,641,0.0454,B – Near Prime,1289,0.244,229,Comfortable
4359,52,64979,206179,Credit Card,3.17,0.711,22,Variable,Employed,547,0.1809,D – Substandard,1739,0.321,309,Stretched
4360,66,40537,180797,Mortgage,4.46,0.88,2,Fixed,Employed,664,0.1182,D – Substandard,1525,0.451,0,Stressed
4361,22,77543,201935,Personal Loan,2.6,0.934,32,Fixed,Employed,457,0.0882,C – Standard,1704,0.264,0,Comfortable
4362,58,35640,77757,Mortgage,2.18,0.591,32,Fixed,Employed,710,0.0275,B – Near Prime,656,0.221,0,Comfortable
4363,44,67963,259333,Mortgage,3.82,0.775,24,Fixed,Other,685,0.1116,D – Substandard,2188,0.386,0,Stretched
4364,66,41610,180210,Mortgage,4.33,0.88,3,Variable,Employed,557,0.1733,D – Substandard,1520,0.438,270,Stressed
4365,48,56772,600000,Personal Loan,10.57,0.944,1,Fixed,Employed,661,0.1751,D – Substandard,5063,1.07,0,Stressed
4366,60,40374,145335,Mortgage,3.6,0.485,30,Fixed,Employed,755,0.0663,C – Standard,1226,0.364,0,Stretched
4367,29,50060,214894,Personal Loan,4.29,0.702,28,Fixed,Employed,653,0.1454,D – Substandard,1813,0.435,0,Stressed
4368,28,31214,600000,Mortgage,19.22,0.887,29,Variable,Employed,457,0.2392,E – Doubtful,5063,1.946,900,Stressed
4369,64,54392,200135,Mortgage,3.68,0.452,17,Fixed,Employed,452,0.1134,D – Substandard,1688,0.372,0,Stretched
4370,46,49939,173304,Personal Loan,3.47,0.669,21,Fixed,Employed,829,0.0864,C – Standard,1462,0.351,0,Stretched
4371,47,39070,104526,Mortgage,2.68,0.742,6,Fixed,Employed,744,0.0361,B – Near Prime,882,0.271,0,Comfortable
4372,29,47900,416877,Mortgage,8.7,0.713,2,Fixed,Public Sector,470,0.1484,D – Substandard,3517,0.881,0,Stressed
4373,32,51858,95081,Mortgage,1.83,0.816,8,Variable,Employed,694,0.0492,B – Near Prime,802,0.186,142,Comfortable
4374,59,37840,227502,Mortgage,6.01,0.483,22,Fixed,Public Sector,320,0.1857,D – Substandard,1919,0.609,0,Stressed
4375,35,46440,138627,Mortgage,2.99,0.843,14,Fixed,Employed,680,0.0562,C – Standard,1169,0.302,0,Stretched
4376,48,32133,162083,Car Finance,5.04,0.592,22,Tracker,Employed,410,0.1798,D – Substandard,1367,0.511,607,Stressed
4377,36,131295,82193,Personal Loan,0.63,0.862,15,Fixed,Other,471,0.0969,C – Standard,693,0.063,0,Comfortable
4378,34,76483,376517,Mortgage,4.92,0.66,19,Variable,Employed,810,0.1176,D – Substandard,3177,0.498,564,Stressed
4379,29,54978,154386,Mortgage,2.81,0.471,33,Variable,Employed,376,0.1427,D – Substandard,1302,0.284,231,Stretched
4380,64,80200,92198,Car Finance,1.15,0.932,22,Fixed,Employed,734,0.0744,C – Standard,778,0.116,0,Comfortable
4381,65,21348,358247,Mortgage,16.78,0.84,33,Fixed,Employed,521,0.2097,E – Doubtful,3023,1.699,0,Stressed
4382,27,18000,136315,Mortgage,7.57,0.624,33,Fixed,Self-Employed,541,0.1793,D – Substandard,1150,0.767,0,Stressed
4383,38,41452,216216,Mortgage,5.22,0.585,21,Fixed,Self-Employed,553,0.1446,D – Substandard,1824,0.528,0,Stressed
4384,47,27474,285723,Personal Loan,10.4,0.744,34,Fixed,Employed,797,0.1616,D – Substandard,2411,1.053,0,Stressed
4385,39,44383,233448,Personal Loan,5.26,0.944,9,Variable,Employed,575,0.2073,E – Doubtful,1969,0.532,350,Stressed
4386,55,53443,53736,Mortgage,1.01,0.595,18,Fixed,Employed,435,0.0402,B – Near Prime,453,0.102,0,Comfortable
4387,33,72155,263668,Mortgage,3.65,0.924,3,Fixed,Employed,303,0.1299,D – Substandard,2224,0.37,0,Stretched
4388,24,30391,170188,Personal Loan,5.6,0.615,4,Variable,Public Sector,428,0.2648,E – Doubtful,1436,0.567,255,Stressed
4389,37,57979,150096,Mortgage,2.59,0.802,5,Fixed,Self-Employed,387,0.057,C – Standard,1266,0.262,0,Comfortable
4390,49,49317,169398,Mortgage,3.43,0.641,5,Variable,Employed,370,0.0918,C – Standard,1429,0.348,254,Stretched
4391,30,56724,74197,Car Finance,1.31,0.493,14,Fixed,Employed,846,0.0352,B – Near Prime,626,0.132,0,Comfortable
4392,59,39406,199924,Mortgage,5.07,0.918,25,Variable,Self-Employed,543,0.1986,D – Substandard,1687,0.514,299,Stressed
4393,22,87633,84930,Mortgage,0.97,0.532,34,Tracker,Employed,849,0.045,B – Near Prime,716,0.098,318,Comfortable
4394,25,46935,153704,Personal Loan,3.27,0.922,34,Fixed,Retired,582,0.1388,D – Substandard,1297,0.332,0,Stretched
4395,45,103275,196014,Personal Loan,1.9,0.502,7,Tracker,Public Sector,420,0.0899,C – Standard,1654,0.192,735,Comfortable
4396,45,35173,324720,Mortgage,9.23,0.583,15,Fixed,Employed,379,0.1686,D – Substandard,2740,0.935,0,Stressed
4397,35,66969,114601,Mortgage,1.71,0.91,15,Fixed,Public Sector,717,0.0331,B – Near Prime,967,0.173,0,Comfortable
4398,33,47807,399661,Mortgage,8.36,0.779,4,Fixed,Employed,363,0.1788,D – Substandard,3372,0.846,0,Stressed
4399,25,42716,302782,Mortgage,7.09,0.545,2,Fixed,Employed,328,0.2259,E – Doubtful,2555,0.718,0,Stressed
4400,52,63931,142034,Mortgage,2.22,0.746,13,Tracker,Other,514,0.0702,C – Standard,1198,0.225,532,Comfortable
4401,39,43232,97751,Mortgage,2.26,0.54,30,Fixed,Public Sector,473,0.0516,C – Standard,824,0.229,0,Comfortable
4402,27,18000,81299,Mortgage,4.52,0.887,14,Fixed,Employed,427,0.1563,D – Substandard,686,0.457,0,Stressed
4403,40,18000,208869,Mortgage,11.6,0.475,14,Tracker,Public Sector,582,0.209,E – Doubtful,1762,1.175,783,Stressed
4404,65,83651,119909,Mortgage,1.43,0.715,34,Fixed,Employed,615,0.0401,B – Near Prime,1011,0.145,0,Comfortable
4405,34,82183,347891,Personal Loan,4.23,0.482,13,Variable,Public Sector,538,0.1896,D – Substandard,2935,0.429,521,Stressed
4406,63,108302,123780,Personal Loan,1.14,0.798,24,Fixed,Retired,588,0.0843,C – Standard,1044,0.116,0,Comfortable
4407,33,48661,109604,Credit Card,2.25,0.918,34,Tracker,Public Sector,667,0.1215,D – Substandard,924,0.228,411,Comfortable
4408,30,28483,204535,Personal Loan,7.18,0.866,5,Fixed,Employed,389,0.2191,E – Doubtful,1725,0.727,0,Stressed
4409,33,41100,123336,Personal Loan,3.0,0.636,18,Variable,Employed,503,0.0968,C – Standard,1040,0.304,185,Stretched
4410,36,49256,180719,Mortgage,3.67,0.568,12,Variable,Retired,307,0.1108,D – Substandard,1525,0.372,271,Stretched
4411,27,32113,309370,Personal Loan,9.63,0.511,5,Tracker,Employed,832,0.2069,E – Doubtful,2610,0.975,1160,Stressed
4412,49,97968,191851,Mortgage,1.96,0.887,2,Tracker,Retired,654,0.0524,C – Standard,1618,0.198,719,Comfortable
4413,37,125566,192245,Car Finance,1.53,0.491,23,Variable,Employed,741,0.0457,B – Near Prime,1622,0.155,288,Comfortable
4414,55,59926,201356,Credit Card,3.36,0.764,23,Fixed,Employed,725,0.0994,C – Standard,1699,0.34,0,Stretched
4415,44,48797,70883,Mortgage,1.45,0.634,20,Fixed,Employed,303,0.0665,C – Standard,598,0.147,0,Comfortable
4416,42,28455,223130,Car Finance,7.84,0.948,23,Tracker,Employed,568,0.2269,E – Doubtful,1882,0.794,836,Stressed
4417,43,93854,196410,Personal Loan,2.09,0.704,25,Variable,Employed,778,0.0737,C – Standard,1657,0.212,294,Comfortable
4418,29,50617,293929,Personal Loan,5.81,0.724,2,Tracker,Employed,616,0.2063,E – Doubtful,2480,0.588,1102,Stressed
4419,54,43414,250996,Mortgage,5.78,0.909,2,Variable,Retired,628,0.1587,D – Substandard,2118,0.585,376,Stressed
4420,26,59999,160962,Mortgage,2.68,0.935,12,Fixed,Employed,828,0.0435,B – Near Prime,1358,0.272,0,Comfortable
4421,55,38330,317367,Car Finance,8.28,0.742,20,Fixed,Self-Employed,712,0.1853,D – Substandard,2678,0.838,0,Stressed
4422,67,52139,153131,Mortgage,2.94,0.848,31,Fixed,Employed,722,0.0734,C – Standard,1292,0.297,0,Stretched
4423,57,26746,206062,Personal Loan,7.7,0.767,34,Variable,Self-Employed,739,0.2013,E – Doubtful,1738,0.78,309,Stressed
4424,42,77387,151579,Mortgage,1.96,0.664,29,Fixed,Employed,483,0.0462,B – Near Prime,1279,0.198,0,Comfortable
4425,36,46917,231878,Mortgage,4.94,0.479,10,Fixed,Public Sector,835,0.1142,D – Substandard,1956,0.5,0,Stressed
4426,62,79753,146229,Personal Loan,1.83,0.809,20,Variable,Employed,767,0.0774,C – Standard,1233,0.186,219,Comfortable
4427,33,45049,445144,Personal Loan,9.88,0.8,4,Fixed,Employed,318,0.2447,E – Doubtful,3756,1.001,0,Stressed
4428,44,46295,545549,Car Finance,11.78,0.508,17,Fixed,Employed,601,0.2256,E – Doubtful,4603,1.193,0,Stressed
4429,57,29461,290879,Personal Loan,9.87,0.565,4,Fixed,Employed,436,0.2122,E – Doubtful,2454,1.0,0,Stressed
4430,64,67447,419875,Personal Loan,6.23,0.816,34,Fixed,Employed,587,0.2151,E – Doubtful,3543,0.63,0,Stressed
4431,64,33933,77144,Credit Card,2.27,0.525,16,Fixed,Self-Employed,744,0.0996,C – Standard,650,0.23,0,Comfortable
4432,26,39962,82309,Personal Loan,2.06,0.795,25,Variable,Employed,680,0.0863,C – Standard,694,0.208,123,Comfortable
4433,63,49042,150714,Personal Loan,3.07,0.809,4,Tracker,Public Sector,739,0.1053,D – Substandard,1271,0.311,565,Stretched
4434,27,51581,183997,Car Finance,3.57,0.627,33,Variable,Employed,536,0.1182,D – Substandard,1552,0.361,275,Stretched
4435,48,23943,161294,Personal Loan,6.74,0.579,18,Tracker,Self-Employed,342,0.2474,E – Doubtful,1361,0.682,604,Stressed
4436,64,44491,72898,Personal Loan,1.64,0.637,3,Fixed,Employed,784,0.0614,C – Standard,615,0.166,0,Comfortable
4437,52,68459,338871,Personal Loan,4.95,0.63,13,Fixed,Self-Employed,343,0.2026,E – Doubtful,2859,0.501,0,Stressed
4438,65,41818,588192,Personal Loan,14.07,0.754,8,Fixed,Retired,392,0.2003,E – Doubtful,4963,1.424,0,Stressed
4439,37,44605,363866,Personal Loan,8.16,0.822,3,Variable,Employed,697,0.1971,D – Substandard,3070,0.826,545,Stressed
4440,36,52481,326778,Personal Loan,6.23,0.881,2,Fixed,Employed,532,0.1727,D – Substandard,2757,0.63,0,Stressed
4441,37,46494,203692,Personal Loan,4.38,0.465,25,Tracker,Self-Employed,562,0.2026,E – Doubtful,1718,0.443,763,Stressed
4442,38,31798,113136,Mortgage,3.56,0.813,30,Variable,Employed,335,0.1112,D – Substandard,954,0.36,169,Stretched
4443,53,48278,187192,Mortgage,3.88,0.607,23,Tracker,Employed,394,0.1082,D – Substandard,1579,0.392,701,Stretched
4444,42,74422,572674,Mortgage,7.69,0.869,24,Fixed,Employed,687,0.1699,D – Substandard,4832,0.779,0,Stressed
4445,55,31524,148213,Mortgage,4.7,0.488,2,Variable,Employed,611,0.1467,D – Substandard,1250,0.476,222,Stressed
4446,41,41886,140052,Mortgage,3.34,0.726,7,Fixed,Public Sector,448,0.0725,C – Standard,1181,0.338,0,Stretched
4447,36,27438,330716,Mortgage,12.05,0.724,2,Fixed,Employed,520,0.1789,D – Substandard,2790,1.22,0,Stressed
4448,30,72793,343014,Mortgage,4.71,0.613,34,Variable,Employed,533,0.157,D – Substandard,2894,0.477,514,Stressed
4449,47,47155,112831,Car Finance,2.39,0.935,26,Fixed,Employed,807,0.0629,C – Standard,952,0.242,0,Comfortable
4450,63,34300,155777,Personal Loan,4.54,0.503,33,Tracker,Employed,787,0.1518,D – Substandard,1314,0.46,584,Stressed
4451,61,50957,136482,Personal Loan,2.68,0.518,31,Variable,Self-Employed,563,0.1111,D – Substandard,1151,0.271,204,Comfortable
4452,33,29569,186900,Mortgage,6.32,0.772,8,Variable,Public Sector,402,0.1707,D – Substandard,1577,0.64,280,Stressed
4453,43,31759,330059,Mortgage,10.39,0.707,18,Fixed,Public Sector,612,0.1672,D – Substandard,2785,1.052,0,Stressed
4454,54,26548,115587,Mortgage,4.35,0.582,22,Fixed,Employed,301,0.1351,D – Substandard,975,0.441,0,Stressed
4455,50,31318,327523,Mortgage,10.46,0.602,26,Fixed,Employed,655,0.1759,D – Substandard,2763,1.059,0,Stressed
4456,25,86688,190214,Mortgage,2.19,0.529,23,Variable,Employed,617,0.0584,C – Standard,1605,0.222,285,Comfortable
4457,49,36029,600000,Personal Loan,16.65,0.884,16,Fixed,Self-Employed,794,0.2102,E – Doubtful,5063,1.686,0,Stressed
4458,23,59624,214348,Mortgage,3.59,0.735,1,Tracker,Public Sector,540,0.1156,D – Substandard,1808,0.364,803,Stretched
4459,27,34501,170534,Personal Loan,4.94,0.572,32,Tracker,Public Sector,609,0.148,D – Substandard,1439,0.501,639,Stressed
4460,52,67440,246740,Mortgage,3.66,0.647,24,Fixed,Public Sector,330,0.1155,D – Substandard,2082,0.37,0,Stretched
4461,26,31858,149427,Mortgage,4.69,0.903,29,Variable,Employed,753,0.116,D – Substandard,1260,0.475,224,Stressed
4462,37,49835,67010,Car Finance,1.34,0.893,8,Fixed,Other,462,0.0822,C – Standard,565,0.136,0,Comfortable
4463,49,50121,157583,Mortgage,3.14,0.485,4,Fixed,Other,716,0.0628,C – Standard,1329,0.318,0,Stretched
4464,52,130310,156222,Mortgage,1.2,0.777,31,Fixed,Employed,431,0.0524,C – Standard,1318,0.121,0,Comfortable
4465,42,63881,74923,Personal Loan,1.17,0.526,28,Tracker,Employed,491,0.093,C – Standard,632,0.119,280,Comfortable
4466,26,38214,172789,Personal Loan,4.52,0.555,29,Tracker,Public Sector,443,0.1932,D – Substandard,1458,0.458,647,Stressed
4467,58,65363,57704,Personal Loan,0.88,0.882,15,Fixed,Employed,794,0.0609,C – Standard,486,0.089,0,Comfortable
4468,65,120334,148564,Car Finance,1.23,0.898,31,Fixed,Employed,734,0.057,C – Standard,1253,0.125,0,Comfortable
4469,62,24724,205659,Mortgage,8.32,0.491,8,Fixed,Employed,687,0.2324,E – Doubtful,1735,0.842,0,Stressed
4470,56,34411,189728,Mortgage,5.51,0.887,26,Fixed,Self-Employed,467,0.1865,D – Substandard,1601,0.558,0,Stressed
4471,40,44378,143474,Car Finance,3.23,0.814,17,Fixed,Public Sector,703,0.0624,C – Standard,1210,0.327,0,Stretched
4472,62,41143,171606,Personal Loan,4.17,0.838,6,Tracker,Public Sector,569,0.1357,D – Substandard,1448,0.422,643,Stressed
4473,44,42626,116863,Credit Card,2.74,0.846,25,Tracker,Retired,693,0.1311,D – Substandard,986,0.278,438,Comfortable
4474,28,28345,180945,Personal Loan,6.38,0.704,13,Fixed,Employed,446,0.1663,D – Substandard,1526,0.646,0,Stressed
4475,61,88403,185711,Mortgage,2.1,0.923,6,Tracker,Public Sector,596,0.0654,C – Standard,1567,0.213,696,Comfortable
4476,36,26970,109629,Personal Loan,4.06,0.55,25,Variable,Employed,822,0.0977,C – Standard,925,0.412,164,Stressed
4477,65,45067,208404,Mortgage,4.62,0.702,27,Variable,Employed,343,0.1745,D – Substandard,1758,0.468,312,Stressed
4478,38,76057,207689,Mortgage,2.73,0.609,11,Tracker,Retired,725,0.0672,C – Standard,1752,0.276,778,Comfortable
4479,61,48403,164157,Mortgage,3.39,0.861,33,Fixed,Public Sector,683,0.071,C – Standard,1385,0.343,0,Stretched
